,text,votes
7273,mdr,0
7274,<3 ton pull <3,0
7275,kaneki ken tu airai du dire sa,0
7276,C est quoi ce jilet !!,0
7277,"https://apps.facebook.com/inwaterd/app55/?i=133157
pirater un facebook avec cette apps je l est crée moi meme vous n avez qu a vous connecter puis choisir l un de vos amis
merci de me faire confiance",0
7278,MIAM J'ADORE LE PULL <33333333,0
7279,Pourquoi tu t'es mis en pyjama pour faire ta vidéo ?,0
7280,Pourquoi tu dis toujours pisse à la fin de tes vidéos? Tu pourrais dire fais caca pour changer non?,0
7281,+karine gaudissant Je pense que c'était un troll,0
7282,refais une video sur se jeux,0
7283,super vidéo Squeezie j’adore ton  sweat ♥,0
7284,lol t trop drôle 😀,0
7285,Tu préfères question Time ou une vidéo sur un jeux,0
7286,si tu mange des bonbons tu devien pas diabétique moi je lai et jai pas mangé de bonbons,0
7287,Japonais💞💖👊,0
7288,trop lol,0
7289,un jeu de réflexion intéressant pour tout le monde,0
7290,"c'est superrrrrrr j'adore ce genre de vidéos (quizz, tests,) pourrais tu en faire plus?",0
7291,j'adore ton pull 😝😝,0
7292,On t'aime Squeezie,0
7293,👍🏻,0
7294,Je like ou pas ? 🤔,0
7295,Squeezie*,0
7296,moi j'aurai choisit les maths,0
7297,J'adore ta coiffure squeeziez,0
7298,"L’assaut du R.A.I.D vient de se terminer, les terroristes sont tous morts, la France vient de foutre un high kick a l'EI",0
7299,"Il est super beau ton pull, tu l'as eu où?💕",0
7300,il est trop bo ton pull 🍦🍦🍦🍦,0
7301,?,0
7302,+SQUEEZIE es-tu en pyjama?,0
7303,pour quoi tu ne parle pas des atantas,0
7304,"Either veut dire ""non plus """,0
7305,je vais suivre ton conseille a la fin... qui veut ba*ser?,0
7306,Oh le pull !,0
7307,abonnez vous et je rend ces sur,0
7308,mai pas l histoire on sans fou il son touse mort,0
7309,je préfère manger des glaces,0
7310,Moi le cache œil pour ressembler à albator,1
7311,Mdrr vidéo en pyjamas,0
7312,a tu fait des étude pour être youtubeur,0
7313,je kif se que tu fais tes vidéo me font délirer ^^,0
7314,Très marrant,0
7315,T comme moi SQUEEZIE moi aussi j'aimerais être un chat entre chat et chien mais sinon j'aimerais être un oiseau rouge,0
7316,tu prefere quel nom de famille leprout ou bourguignon,0
7317,Pourquoi tu est en pijama,0
7318,jadore ton pull tu las eu ou ?,0
7319,tu me remonte le morale 💟🙉🙈,0
7320,Pour le cache oeil ou la jambe de bois j aurais choisi le cache oeil ça donne a côté solid snake,0
7321,"Je pourrais savoir pourquoi quand il y a la page bleue, on peut lire ""sexytime"", ""69"" ou encore ""kamasutra""? X'D",0
7322,MDR♥♥♥,0
7323,yz340,0
7324,Je t'adore squeezie j'ai 10ans je regarde tes vidéos depuis au moins 1ans 😜😀,0
7325,prefferai tu voire une SEUL video par ans ou que ta vie soit une video où tue tous ceux que tu aime .,0
7326,j ai lu le site bleu de la fin s etait n importe quoi XD,0
7327,le haut que tu porte c'est un pyjama ? Lol,0
7328,tu a acheté où t on pul car je le kiff trop,0
7329,Mais non pas le pouce on peut plus faire de bras de fer chinois :'(,0
7330,moi je préfère jeniffer aniston que angelina jolie,0
7331,ou as tu acheté ces sweats!!!,0
7332,J'adore ton tee-shirt !!,0
7333,quand tu fait t vidéo ont voit pas ta girafe se serait mieux si ont la voyer ^^,0
7334,Super vidéo 😉👍,0
7335,alors famous ou riche,0
7336,sqeezie ta trop raison,1
7337,Ç est trop bon les glands 🎂,0
7338,91 % de femmes sur une question xD certains comprendront,0
7339,Je vais toujours ce jeu quand on s'emmerde avec mon amie xD,0
7340,fait nous une vidéo de prince of percia,0
7341,"comme tu aime les jeu ou tu crée des truc qui explose je te conseil ""ksp"". c'est un jeu ou tu crée de fusée et si ta pas de tallent explose",0
7342,refais une vidéo sur Blackwell asylum stpppp :'),0
7343,lol,0
7344,refais une vidéo sur Blackwell asylum stpppp :'),0
7345,?,0
7346,"Tu voudrais plutôt : Transpirer de la mayonnaise, ou chier des balles de tennis ?",0
7347,hein,0
7348,les chat sont beacoup abandoner dans certain pays,0
7349,Comment tu as esquivé le débat Iphone / Android ! :o,0
7350,Et sinon iPhone ou les vieux Android ? 😏,0
7351,tu peux refaire une vidéo sur agario,0
7352,Tes la,0
7353,4:41 je fait partie des 9% avec toi car je ne grossis JAMAIS,0
7354,+Nathan Gervais-Proulx Non je préfére que manger et ne jamais grossir vu que tu ne grossit pas ça ne change pas grand chose ^^,0
7355,+Nathan Gervais-Proulx allo pareil pour moi (cousin),0
7356,j'ai cru que le blue screen était un vrai XD,0
7357,Super drôle !,0
7358,AXOLOTE!!!!!!!!!!,0
7359,mdr quelles sont ces question,0
7360,Ahaha t'es en pyjama ;),0
7361,oui ta reson,0
7362,"calin a tout le monde
#tpmpcalin",0
7363,squeezie,0
7364,Tu préfères être une serviette ou un chiffon?,0
7365,"Les glands, toute MA VIE mouhaha 😍🖕🏼🤓",0
7366,Tu la eu ou ton t shirt ??,0
7367,JENNIFER ANISTON !!!!!,0
7368,j'adore ton t-shirt .jtd❤💙💙,0
7369,j'adore ton look,0
7370,Tu es en pyjama ? mdr,0
7371,Je suis un fils de forain donc mes parents travail à la fete foraine,0
7372,"""Manger l'équivalent de ton poids en pieds de cochon "" ... T'aurais dû prendre ça, t'en aurais pas manger beaucoup  avec ton corps de lâche XD Sinon super vidéo ! :)",0
7373,c'est quoi ces questions de merde ?????,0
7374,Petit coquin va 2:10,0
7375,Très cool,0
7376,Cool,0
7377,hé kiff ton pull,0
7378,Tout les gens qui ont un chat comprendront que c'est mieux d'être un chat .....surtout au lycée quand tu dort jamais  .....;-),0
7379,j'ai faim de glace maintenant !! a cause de ton pull !!squeezie,0
7380,Super vidéo!!! man ;),0
7381,Ouais les glans le gâteau c est trop bon,0
7382,J'aime tes t-shirt magnum,0
7383,Lol excellent ,0
7384,C'est juste que l'histoire est plus facile que les maths ;-) faites pas genre ;-),0
7385,8:23 Avent dernière ligne premier mot.,0
7386,moi je préfère être un chinois ! a non j'en suis déjà un !,1
7387,non,0
7388,"appetissant ton t-shirt
je l'adore",0
7389,j'adore ton pull 😄🐇,0
7390,c louche des fois il fait une coupure pour ne pas répondre a des questions mais sinon bonne vidéo,0
7391,Stp tu peut faire une vidéo sur géomètry dash c'est un jeu ipad,0
7392,Pourquoi tu ne réponds pas à toutes les questions ?,0
7393,XD le pull,0
7394,moi en cours je parle mais quand je me tais c'est les autre qui guelle,0
7395,Tu lis bien mieux l'anglais qu'avant 😂😂.,0
7396,Ta trop réson squeezie,0
7397,regardez ce qu'il y a écrit sur l'écran bleu à la fin ;),1
7398,"je pourrai passer dans le prochain question  time stp 
...
SINON JE ME DESABONNE ET DISLIKE TOUTES TES VIDEOS
...
Sinon t'es super continue comme ça",13
7399,"+DF_ Alexice Pffff ....







Un kikoo en moins c'est cool en fait",0
7400,"@Disaryble
ça va je rigole",2
7401,"@DF_ Alexice
Alors dsl mais ce n'est pas très drole",0
7402,+AlexGaming FR attrape cette masterball !,1
7403,lol,0
7404,+AlexGaming FR ptdr,1
7405,"t vraiment """""" de le menacer",0
7406,Looool un kikoo bibolaire,0
7407,Rageux,0
7408,Tg kikou ta mère te porte pas d'importance alors squeezie tu peux rêver,0
7409,Azy tg toi,0
7410,Haters de merde,0
7411,+Ugo Nazet-Borel ohhhhhhhhhh!!!!!!,1
7412,Tu remplaceras cet abonnement par le notre stp :D,0
7413,en fait c'est vous les debiles j'ai marqué ça pour voir les réactions,1
7414,eh bien c'est minable,1
7415,et squeezie je l'adore je ferais jamais ça,1
7416,en tout c'est vous les * vous avez pas mieux a faire qu'a insulter tout le monde,0
7417,+DF_ Alexice C'est quel insulte que ta censure parce que sa existe pas les insulte a une lettre xD,0
7418,+AlexGaming FR Oh oh alex le puso apparaît xD,0
7419,+Cynthia Bacqué Oui drôle moi françe Non jdeconne je sais parlé enfin je croi xD,0
7420,lol,0
7421,as-tu déjà joué à tanki online,0
7422,ya deux jour javai mis un fond d'écran et c t des motif glace rose  comme ton pull voila...,0
7423,Omg je croyais que t'étais en pyjama ... x),0
7424,Tu préfères les vidéos de Squeezie ou le pull de Squeezie ? 😝,0
7425,fais un grisé mod,0
7426,qui a lu l'écran bleu ? 😂😂😂,0
7427,+SQUEEZIE si t'es intelligent tu apprend au autre ou ils te brûle en te traitant de sorcier ou les intelligents t'apprennent et WALAH,0
7428,lol,0
7429,+SQUEEZIE Le pouce? Ça te sert à tenir ta manette!,0
7430,tricky truck,0
7431,tu ve etr mon ami squeezie?,0
7432,"j'en ai aucune idée, j'me contente de viser dans l'trou",0
7433,"À priori, quand tu perds ton bras tu perds ta main aussi XD",0
7434,Mdr,0
7435,ta encore la girafe ?,0
7436,bravo tu à choisi l histoire moi aussi c set trop bien,0
7437,"Sinon, vivre dans le futur... Bonjour la fin du monde, la pollution, la surpopulation et tout le bazar! Alors que vivre dans le passé, genre après la guerre quand il n'y avait pas de problèmes économiques, pas de chômages et pas de pollution. Moi pas comprendre votre choix.",0
7438,Tu peut en refaire d autre stp. Pourquoi tu es en pijama?,0
7439,Chercher Manta et kraken Orlando regarder dans quoi je me suis engager,0
7440,Chercher Manta et kraken Orlando,0
7441,je suis fils unique .,0
7442,"Si tu es riche... Ben tu peux être un people si t'a quelque chose à montreeeeééééééééééeeeuuuh pacommetoi.
Mai si tu es celebre tu deviens surement riche!",0
7443,Cette écran bleu... N'est pas normal 😂,0
7444,"SQUEEZIE je pense que personnes n a  regarder ton quizz je pense qu il sont sur tous regarder ton pull.
Lol. 😜.                 
Comme tu dirais : peace.",0
7445,LIKE MON COMENTAIRE SI T'AIME TA BITE,0
7446,T'est un génie ryan,0
7447,Il faut tu choisir le rouge,0
7448,Tu chant pas mal squiz,0
7449,pray for paris,0
7450,Histoir c pas inportant math inportant !,0
7451,"On s'est bien diverti les fesses, merci.",1
7452,tu allá oublier la fin,0
7453,qom five night at Freddy les mortr des cinq anfens,0
7454,Tu pourrais faire des plus de vidéos drôles,0
7455,"Tu devrais faire partit du rire jaune...

...Mais je t'aime bien <3",0
7456,t en pyjama,0
7457,cool stp stp stp stp stp stp stp stp stp stp stp squeezie je suis un abonner abonne toi a ma chene stp mille foi stp,0
7458,toredu dir de mettre ton servo sur le robot qom sa tu va resurvir,0
7459,son pull est trop swag,1
7460,"ton pc a crashe!!??
Tu va pa changer?",0
7461,lol,0
7462,J adore ton pull tu l as eu ou,0
7463,yolo,0
7464,Gros kiffffffffffff sur ton sweet😉✌❤💙💜,1
7465,squeezie t trooop fort,0
7466,comment s appelle la musique de fin,0
7467,Mdr si tu mange dé que tu veu tu peu prendre ton plat préféré Mdr le piege,0
7468,mon prénom c Heather et quand il prononce le jeu il dit mon prénom ☺ Voila c pa vie 😂,0
7469,tu prefere Squeezie ou Cyprien ?,0
7470,La question du pouce et des doigts en vrai c'est : tu joue sur Pc ou sur console?,0
7471,+SQUEEZIE  j aimerais bien regarder une autre video sue agar.io ca serait fabuleux merci,0
7472,la mauvaise question 2:52,0
7473,trop drole et mimi ton pyjama,0
7474,Oui 💛💛💚💜💜💙💘💗💕❤💓💖💘💕💖💖💘💙💙💛💜💞💞💝💛💟💟💝💚💛💝💟💜💛💜💙💕💓💖💗💖💕❤💓❤✋💓💕❤💓💕💖💘💙💘💜💛💚💝💞💟💟💜💛💚💜💜💙💘💗💘💕💖💖💓❤❤💕💖💖💘💙,1
7475,"trop drôle cette vidéo je vais t'avouer que j'aurait aimer être ton amis ^^car je te trouve drole,gentil avec de la sensibilité.",0
7476,lol tu taret jamais poure tes video,0
7477,c'est quand la prochaine question time? ça fait longtemps,0
7478,tu peux refaire une vidéo sur rocket ligue? Sinon super vidéo comme toujours👍👍👍,0
7479,Sauf que les gens vomissent en boite,0
7480,Je ve ton pull ❤️❤️,0
7481,il est cool,0
7482,sérieux c'était cool,0
7483,bientot 5 000 000,0
7484,"Je kiffe ton haut '^'
J'vais te manger * Q *
Miam miam miam♥",0
7485,"au fait je pense comme toi pour la video squeezie ""courage"" et je te remercie. quand je l'ai montrer a ma mère elle a bien aimer ta video. (pour une fois lol)",0
7486,TEACH C FAIRE APPRNDRE COMME UN PROF PASAPPRENDRE,0
7487,Ou à tu acheté ton pull stp,0
7488,sqeezie tes drôle mais dommage il a eu un attenta au collège à Lyon presicisement à Saint jenis vers mon collège,0
7489,SUPER LE PULL AVEC LES POLOS !!! hahahahaha,0
7490,math ou histoire?,0
7491,Moi math,1
7492,Je veux le même pull xD,0
7493,"5:37 Une pensée à ed sheeran qui a percé en étant roux, voilà blague de merde.",0
7494,"tu préfère  :
savoir que tu est adopté et que personne ne le sache 
ou
que tout le monde te traite d'adopté mais que tu sait que c'est faux ?",1
7495,Enfin quelqu'un d'autre Quia un corps de lâche je ne suis plus seul,0
7496,C'est 10 pieds pas 10 mètres.,0
7497,ton pull est magnifique omg !! sinon j'adore tes vidéos biz♥,0
7498,ton pull est magnifique omg !! sinon j'adore tes vidéos biz♥,0
7499,lol ton te shirt,0
7500,J'adore ton tricot 😍,0
7501,c'est quoi se pule,0
7502,Tu fera une vidéo sur Star Wars Battlefront ?,0
7503,Squeziee Je suis ton pere Jen MichelDu13,0
7504,Lol,0
7505,Mon pouce préféré est celui de mon pied droit ! lol,0
7506,Tu metonne,0
7507,C quoi la musique a 8:45?,0
7508,Gg et bonne video,0
7509,je les adoré 👍👍👍👍👍👍👍,0
7510,J'adore ton haud tu le porte bien ❤️❤️,0
7511,cc,0
7512,"''ya 43% des gens qui prefere suivre le mouvement'' Non,90% #Iphone #Trap #Mouton #nvm",0
7513,"encore une fois gg, et un gros like pour ton pull ! J'veux le même ! ;)",0
7514,On en apprend beaucoup...,0
7515,il est trop beau ton sweat tu la acheter ou,0
7516,😻ton teeshirt😻,0
7517,Super comme DAB sa remonte la moral a fond,0
7518,"Tu prefaire dire ""Stromae"" ou ""Stromaii""?",0
7519,Je kiff trop ton pull,0
7520,Trop bien je t'adore squeezie,0
7521,l'écran bleu à la fin ahahhahaha,0
7522,arrete stp de montrer tes aisseles en debut et fin de video!!!!!!,0
7523,trooooooop bien ta vidéo,0
7524,😉,0
7525,stp squeezy,0
7526,Trop style ton pull sorbet a la pistache xD,0
7527,"Bon au vu du monde qui veut savoir où il a acheté son pull je propose que nous lui envoyons un mp sur youtube, twitter ou fb pour savoir où il l'a eu. On aura peut-être la réponse dans la prochaine vidéo ^-^",0
7528,tes le meillieurs merci pour le courage,1
7529,lol mais vivre au zoo beurk tu devrais ramasser les crottes,0
7530,Je fait aussi parti du 9% ! Qui d'autre ?,0
7531,Le pull de Squeezie = Sea Salt Ice Cream? .Q.,6
7532,+Otapou J'ai cru que j'étais la seule a avoir reconnu XD,0
7533,c cool,0
7534,moi aussi je mange plein de trucs dégueulasses et je ne grossis pas j'ai un corps de lâche comme toi,0
7535,"J'y ai jouée et je suis tombée sur cette question :
Gandalf ou Dumbledore ? Et ils sont à égalité !!!",0
7536,donne moi ton pull svp,0
7537,Tu pourrais faire une vidéo sur rocket league,0
7538,le nain de 10 mètre c un titan x),0
7539,Tu peut faire un dessine ma vie,0
7540,elle était pas mal ;-),0
7541,"j'adore comme sur les questions les plus ""intéressantes"" il assume rien du tout...",0
7542,très jolie pijama :>,0
7543,Mdr c'est peut être pas un pull c'est une grenouillère !,0
7544,d,0
7545,love xd je suis pas p,0
7546,fait une video sur happy weels,0
7547,"740 906 vues

67 394 likes et.....

3556 DISLIKES ????????? WHAAAAATT ? (comme dirais jimmyfaitlcon)",0
7548,"Ton pull _ Il est trop beau, tu l'as acheté où ?",0
7549,Ou tu trouve tout c'est pull x)) ils sont tellement classe  je commande japonais personellement c'est tellement bon :')  sinon tu me fait toujours rigoler auttant c:,0
7550,Squeezie ? Tu n'a pas été sur Google traduction ? Ou alors tu sais très bien l'anglais 😇,0
7551,xDD,0
7552,Squeezie ? Tu n'a pas été sur Google traduction ? Ou alors tu sais très bien l'anglais 😇,0
7553,"squeezie joue a (one nights at freddy's ) c'
est sur play store le jeu",0
7554,J'ADORE TON TSHIRT,0
7555,Est ce que vous aver des wallmart en france? Moi jsui a montreal soo ici on en a....,0
7556,Teach=enseigner pas apprendre ;),1
7557,Et 10 foot= 3.33m pas 10m,0
7558,Et 10 foot= 3.33m pas 10m,0
7559,c pareil,0
7560,+Marion La petite Licorne enseigner c'est apprendre aux autres. Apprendre c'est pour toi même. Par exemple je préfèrerais apprendre les maths mais enseigner l'histoire car les élèves ne comprennent rien aux maths,0
7561,@amelie payet  tu peux apprendre au autre,0
7562,trop beau ton pull je t adore,0
7563,Lol😋😋😋😋,1
7564,Tu t'es déguisée ou t'es en pyjama ? :-P,0
7565,super vidéo Mais tu pourrais refaire un question time ?,0
7566,squeezie tu pourras faire une vidéo sur beamng drive,0
7567,Je déteste l'histoire... Se qui est passé c'est passé ! Maintenan on s'occupe du présent !!!,0
7568,"terroriste
!!!!!!!!!!!!!!!!",0
7569,SQUEEZIE JE T AIME (mais tu est de plus en plus vulgaire) SINON JE TE QUIFFE,0
7570,je préfere être un chien,0
7571,Trop bien ta vidéo Tu sais volé 😁😁😁😁😁😁😁😁😁😁,0
7572,https://youtu.be/-lXgxdQ45gg,0
7573,merci squeezie de nous avoir remonter le moral,0
7574,squeezie avec un cache oeil sa donne un snack de métal gear ... en version pas virille,0
7575,lol,0
7576,Trop cool ;) !!!,0
7577,tu es un chat car cyprien est deja un chien,0
7578,"Tu prefere le pokemon
Dialga ou palkia",0
7579,coucou,0
7580,J'adore la chanson avec norman l chanson des tanplier c'est ma chanson préférée!!!!!!!!!!!!!!!!!!!!,0
7581,ouaip,0
7582,esque tu vas faire star wars batelfront,0
7583,"oh MDR le pull , je voudrais trop le même !!!",0
7584,math,0
7585,ça ce fais pas t'orai du prendre les c'est grâce à lui que tu joue aux jeux vidéo,0
7586,je kiff ton pull,0
7587,pense tu jouer jusqu'à 60 ans,0
7588,squeezie on voit la matice oh putéiin on voit le chiffre 010100001000001000001000000101000000100000100000000,0
7589,Trop beau ton habit avec les glace,0
7590,fera tu une video 5 million d abonner,0
7591,oui,0
7592,Squeezie a juste le meilleur pull du monde! 🍦,0
7593,stp rep sa ferai plaisir,0
7594,lol,0
7595,C'est quoi la marque de ton pull ? -,0
7596,Trot coulé ptdr,0
7597,lol le pull,0
7598,"a 4:28 pas logique tas réponse si tu mange ce que tu veus et sans prendre de poids.
tu manges forcément dont plat preferer. :)",0
7599,tu es en pyj ou quoi,0
7600,J'adore ton pull Lucas la glace,0
7601,"Squeezie à chaque fois qu'il peut se faire clasher, il skip les questions.#lafragilité",0
7602,Un cache  oeil... Ca m'fait pense a quelqu'un...,0
7603,"squeezie,tu préfère ton pc ou ta femme",0
7604,c'est quoi ce blue screen?,0
7605,T'aime ça les glands,0
7606,bouteiller,0
7607,Refait une video avec Micka sur ark survival,0
7608,Bien dit squezzi,0
7609,Un pouce sa sert a jouer à la play XD,0
7610,Un axolott mon cous en n'a deux lol,0
7611,jolie ton pull,0
7612,j'aimerais bien que tu fasse une nouvelle video sur mortal kombat x pour esseye tous les personnage stpl stpl,0
7613,"j'ai adorer mais tu la acheter ou ton pull?  
peace 😀",0
7614,je n'arrive pas à le voir,0
7615,moi je préfère aller dans parque d attraction,0
7616,Ton t-shirt est un pyjama ?,0
7617,je fait un débat sans fin XD,0
7618,lol,0
7619,"Jadooore ton pull 😍
Bientôt les 5 millions dabos alleeeeeez 👏",0
7620,WoW bientôt 5millions !,0
7621,il est trop beau ton pull !,0
7622,✨,0
7623,Vous observerai qu'il c carrément améliorer en anglais 😂...... Ou il av'at Google traduction mdr,0
7624,et ses quon n'ai sur kindow hearts ou quoi le pyjama,0
7625,tu préfères jumbo ou t'est abonné,0
7626,vive google traduction,0
7627,pourquoi pas.engelina JOLY,0
7628,fait un QUESTION TIME!!!,0
7629,alors tu préfère riche ou célèbre ? 😄😜,0
7630,squezzie vers 4:38 a dit que ne pas prendre de pid et la definition de corps de lache ... ça compte pur les filles parce que c'est mon cas,0
7631,j'aime bien ton t-shirt ♡xD,0
7632,"moi aussi je prend pas de poids , j'ai un corp de l'ache aussi 😂😂😂✋",0
7633,Ton haut est trop beau il vient d'où <3 PS :t'est le meilleur,0
7634,merci squeezie !!!,0
7635,World Versus ! Ce jeu est un peu du même genre que Either 😊,0
7636,Squeezie toujours là pour remonter le moral on t'aime continue tu gère❤,0
7637,Je n'ai pas encore eu le temps de faire se jeux.,0
7638,on on peut acheter ce pull,0
7639,Ton pull désolé,0
7640,Grave ton T-shirt il déchire,0
7641,Je t'adore mais les tee shirt que tu propose son relativement chère moi qui un fan comme les autres je voulais me demarquer,0
7642,tu a vus se qui se passe a paris,0
7643,T cool squeezie,0
7644,😂😂😂,0
7645,Lol,0
7646,Être chinois ou japonais ?? C'est un peut la même chose 😜,0
7647,+francois beri Non pas trop,0
7648,+Nightcore 922 Au pire Sois mi japonais mi chinois xD,0
7649,@Ronan Vialon Ouais.....mais bon ça reviendra au même car chinois et japonais c'est pareil :p,0
7650,+Nightcore 922 pas vraiment la couleur de peau et différentes les religions aussi la langue et pleins de choses,0
7651,T'es plus chocolat noir ou chocolat blanc?,0
7652,jetait entrain de manger en regarder cette vidéo merci,0
7653,si tu perd ton on pouce tu sais plus jouer a la ps4,0
7654,mdr,0
7655,mdr,0
7656,Ensseigner* pas apprendre Lucas 😂,0
7657,(Teach math or history),0
7658,cette écran bleu qui insulte ta mère,0
7659,je veut ton tee-shirt 💜,0
7660,Il y a que moi qui pense que être une fée qui ne sait pas voler ne sert a rien ?,0
7661,lolo squeezie,0
7662,Tu la acheter ou ton pull,0
7663,"C'est quoi ta musique a la fin merci 

Perso j'ai adorer ta vidéo et les question",0
7664,je ne vois pas encore les délires de max ?? 😬😨😕😶,0
7665,"Le mec enlève même plus son pyjama pour faire des vidéos ! Ahah !
(Non mais en vrai j'aime bien)",0
7666,cheval,0
7667,Abonne toi à moi et je m'abonne à toi,0
7668,Histoir ça sert a rien c'est juste que les gens n'aime pas les maths car ils sont nuls...,0
7669,c drôle mais suite a une histoire impliquent une scie circulaire j'ais perdue mon majeur et mon index mais j'ais garder mon pouce et franchement sa reste utile pour choper des truc un pouce donc je préféré,0
7670,Jadore ton tee shirt mddr trop swagi :3 super video je kiffe comme dhab tu me fait marer :D,0
7671,trop débile ton chandail !!! je le veux,0
7672,Vous preferer mourir brulée ou noyé.,0
7673,le gars qui a fais l'écran blue aime bien ma mère,0
7674,"personne n'a relevé le ""un nain de 10 mètres"" ? ah non y'a que moi ...",0
7675,va tu re faire une vidéo sur garry s mod,0
7676,"""je suis unique, personne n'est comme moi !"" baaah... 69000 personnes quoiiiii x)",0
7677,C'est fou à quel point tu es nul en anglais squeezie!,0
7678,vite il faut que je like,0
7679,ouai mais de tout façon c est la merde,0
7680,WTF L'ÉCRAN BLEU PARLE DE PORNOGRAPHIE AVEC SA MÈRE,0
7681,nouvelle coiffe squezzi:),0
7682,En faite la chose qui me perturbe c'est son pull psq il est trop beau ptn j'le veux,0
7683,bizarre de questions,0
7684,Trop drole j'adore 😅😄,0
7685,mdr lisez ce qui est ecrie a lecran bleue,0
7686,Haha l'écran bleu à la fin c'est une histoire de porno avec une mère!!Ps:lisez la page vous allez rire Haha,0
7687,"Je trouve ça drôle , car pour ne pas déclaré la troisième guerre mondiale dans les commentaires, il a pas montré sa réponse entre l'Ipod et le Android",0
7688,SQUEEZIE tu peut faire un video sur Black ops 3 stp,0
7689,eeeee je suis le seul à avoir trouver l'écran de bug a la fin du vidéo bizarre un max???,0
7690,ahh comment t'évite les sujets a débats... OR!,0
7691,"tel que le demande squeezie à la fin de la vidéo, y aurait il une jolie fille pour faire l'amour avec moi? 

(PS ne me défoncer pas s'il vous plait XD)",0
7692,Bordel j'aime trop !,0
7693,SQUEEZIE moi aussi je peux pas grossir,0
7694,WTF MÈTRE DES SHORT MAIS TU AIMERAI MIEUX ÊTRE DANS LE FROID WTFF????,0
7695,J'ai 13 ans et je pèse 32 kilos bref je peut manger un pot de Nutella à moi tout seul sans grossir !!!! #J'suisqu'unthugwesh,0
7696,"quand il a eu la question ""tu préfère être riche ou célèbre,"" si il a pas rep ses pcq il est déjà les 2,  il ses carotte tout seul :)",0
7697,"Moi aussi j'aurai choisit vivre dans un parc d'attraction !!! (space mountainnnnnn lol) et être un chat, être intelligent dans un monde de nul et pouvoir bouffer tout ce que je veut sans grossir (oh le pied o).",0
7698,Elles sont bonnes t'est vidéo squeezie,0
7699,J'adore ton chandail🍭,0
7700,"Bonsoir Squeezie, super video comme d'hab' tu mets le paquet !! Je voulais te remercier pour la vidéo que tu as faites ´COURAGE  car je regarde des youtubeurs comme toi et aucuns, enfin pour le moment n'a pas prit la peine de dire ce qu'ils pensent même si on le sait sûrement déjà mais c'est un plus et c'est super continues comme ça, ça fais toujours plaisir de regarder tes vidéos et de se taper des bonnes barres 😅❤️",0
7701,"Avoue que entre 4:02 et 4:05 tu as presque chier dans ton froc pour pas imiter les pop starts illuminatis et Barrak Obama. Tu t'ai dit ''Ho merde, c'est quoi que j'ai fait''     '-)

@hajjito illuminatis peux confirmé qu'il le son!

– Jay Z
– Dr DRE
– Cypress Hill
– Chris Brown
– Drake
– Halley Berry
– Eminem
– Rick Ross
– TB Joshua
– Charlie Boy
– Tonto Dikeh
– Davido
– Wizkid
– P-Square Twins
– Britney Spears
– Nicki Minaj
– Beyonce Knowles
– Alicia Keys
– David Bowie
– Madonna
– Paris Hilton
– Barack Obama
– Aretha Franklin
– Angelina Jolie
– Jim Carey
– Bob Dylan
– Justin Bieber
– Kanye west
– Lady gaga
– Lil Wayne
– Nas
– Rihanna
– P-Diddy
– Wiz Khalifa
– T-pain
– Rihanna
– Kim Kardashian
– William F. Buckley, Jr.
– George H. W. Bush
– George W. Bush
– Bill Clinton
– Hillary Rodham Clinton
– Al Gore
– Gerald Ford
– Ronald Reagan
– Richard Nixon
– Lyndon B. Johnson
– John F. Kennedy
– Ted Kennedy
– Henry Kissinger
– Mikhail Gorbachev
– Guy de Rothschild
– John D. Rockefeller
– Mary Astor
– Clifford Dupont
– Andrew W. Mellon
– Dick Cheney
– Robert Colin Boyd
– Kris Kristofferson
– Boxcar Willie
– Bob Hope
– Elizabeth II, Queen of Great Britain
– Prince Philip, Duke of Edinburgh
– Charles, Prince of Wales
– Prince Andrew, Duke of York
– Princess Anne, Duchess of Calabria
– Winston Churchill
– Franklin D. Roosevelt
– Joseph Stalin
– Adolf Hitler
– Bill Gates
– Barrack Obama
– Alan Greenspan
– Ben Bernanke

Ils le son tous.
À oui. À propos de Michael Jackson. On ce demande pourquoi il est mort. Il s’est tourné contre eux. Voilà la cause.",0
7702,Pour le choix entre la jambe de bois et le cache oeil c plus cool de prendre le cache pour ressembler au Big Boss,0
7703,Omg c koi ce haut ? lol,0
7704,wtf le premier commentaire,0
7705,super vidéo drole comme dab :),0
7706,696969 like sur cette video,0
7707,tu peu zozoter comme dans bon l éponge dans ta première vidéo stp,0
7708,merci google traduction ? 😂,0
7709,etre chinois ou japonais alors ?,0
7710,slt,0
7711,wow! j'aime trop ton chandail tu l'as acheté où?? Bise j'adore tes videos!,0
7712,youpi bravo squeezie t le meilleur la jaisepaire que ta vu mon mesage XD continu comme sa t trop styler,0
7713,wow l ecran bleu regarder qu est ce qui est ecrit decu xD,0
7714,nice,0
7715,"c'est cool que tu reprenne ton activité, grâce a toi des personne retrouve le sourire :)

et grave a ce jeu, ont te connait mieux, a moi que ce soit toi le faux-cul, menteur et autre pour ne pas dire la vérité ;)",0
7716,J'aime bien ton pyjama,0
7717,L'écran bleu sérieux... Wtf!?!,0
7718,L'écran bleu sérieux... Wtf!?!,0
7719,Délire,0
7720,"Et ben alors Squeezie !
On ne repond pas a l'iphone/android et Chinois/Japonais? ;)",0
